Date,Close
2018-01-01 00:00:00+00:00,229.0330047607422
2018-01-02 00:00:00+00:00,255.6840057373047
2018-01-03 00:00:00+00:00,245.3679962158203
2018-01-04 00:00:00+00:00,241.3699951171875
2018-01-05 00:00:00+00:00,249.27099609375
2018-01-06 00:00:00+00:00,296.4540100097656
2018-01-07 00:00:00+00:00,288.45098876953125
2018-01-08 00:00:00+00:00,255.76300048828125
2018-01-09 00:00:00+00:00,247.03700256347656
2018-01-10 00:00:00+00:00,250.51800537109375
2018-01-11 00:00:00+00:00,229.36599731445312
2018-01-12 00:00:00+00:00,236.8560028076172
2018-01-13 00:00:00+00:00,259.1929931640625
2018-01-14 00:00:00+00:00,238.6750030517578
2018-01-15 00:00:00+00:00,232.7740020751953
2018-01-16 00:00:00+00:00,188.33099365234375
2018-01-17 00:00:00+00:00,186.51600646972656
2018-01-18 00:00:00+00:00,192.83700561523438
2018-01-19 00:00:00+00:00,192.96400451660156
2018-01-20 00:00:00+00:00,211.01800537109375
2018-01-21 00:00:00+00:00,190.42100524902344
2018-01-22 00:00:00+00:00,180.00799560546875
2018-01-23 00:00:00+00:00,177.8070068359375
2018-01-24 00:00:00+00:00,179.98699951171875
2018-01-25 00:00:00+00:00,180.27200317382812
2018-01-26 00:00:00+00:00,176.73399353027344
2018-01-27 00:00:00+00:00,180.88600158691406
2018-01-28 00:00:00+00:00,193.86500549316406
2018-01-29 00:00:00+00:00,181.66400146484375
2018-01-30 00:00:00+00:00,165.2760009765625
2018-01-31 00:00:00+00:00,163.3509979248047
2018-02-01 00:00:00+00:00,142.2969970703125
2018-02-02 00:00:00+00:00,131.37899780273438
2018-02-03 00:00:00+00:00,160.25
2018-02-04 00:00:00+00:00,148.02499389648438
2018-02-05 00:00:00+00:00,125.33000183105469
2018-02-06 00:00:00+00:00,142.99099731445312
2018-02-07 00:00:00+00:00,138.2030029296875
2018-02-08 00:00:00+00:00,149.46600341796875
2018-02-09 00:00:00+00:00,163.9499969482422
2018-02-10 00:00:00+00:00,155.59300231933594
2018-02-11 00:00:00+00:00,148.99000549316406
2018-02-12 00:00:00+00:00,161.5659942626953
2018-02-13 00:00:00+00:00,159.5540008544922
2018-02-14 00:00:00+00:00,213.35899353027344
2018-02-15 00:00:00+00:00,225.42599487304688
2018-02-16 00:00:00+00:00,230.12399291992188
2018-02-17 00:00:00+00:00,229.46499633789062
2018-02-18 00:00:00+00:00,215.73599243164062
2018-02-19 00:00:00+00:00,223.0570068359375
2018-02-20 00:00:00+00:00,232.8509979248047
2018-02-21 00:00:00+00:00,213.3520050048828
2018-02-22 00:00:00+00:00,195.30799865722656
2018-02-23 00:00:00+00:00,209.3090057373047
2018-02-24 00:00:00+00:00,209.4219970703125
2018-02-25 00:00:00+00:00,220.47500610351562
2018-02-26 00:00:00+00:00,220.96200561523438
2018-02-27 00:00:00+00:00,216.5989990234375
2018-02-28 00:00:00+00:00,202.89500427246094
2018-03-01 00:00:00+00:00,209.75
2018-03-02 00:00:00+00:00,212.55599975585938
2018-03-03 00:00:00+00:00,210.64300537109375
2018-03-04 00:00:00+00:00,213.7989959716797
2018-03-05 00:00:00+00:00,211.1750030517578
2018-03-06 00:00:00+00:00,196.6009979248047
2018-03-07 00:00:00+00:00,185.83900451660156
2018-03-08 00:00:00+00:00,176.51100158691406
2018-03-09 00:00:00+00:00,187.16799926757812
2018-03-10 00:00:00+00:00,177.73199462890625
2018-03-11 00:00:00+00:00,188.9459991455078
2018-03-12 00:00:00+00:00,178.23399353027344
2018-03-13 00:00:00+00:00,175.78199768066406
2018-03-14 00:00:00+00:00,161.1009979248047
2018-03-15 00:00:00+00:00,164.4759979248047
2018-03-16 00:00:00+00:00,165.4499969482422
2018-03-17 00:00:00+00:00,152.968994140625
2018-03-18 00:00:00+00:00,154.07400512695312
2018-03-19 00:00:00+00:00,161.14199829101562
2018-03-20 00:00:00+00:00,168.81700134277344
2018-03-21 00:00:00+00:00,169.052001953125
2018-03-22 00:00:00+00:00,163.6719970703125
2018-03-23 00:00:00+00:00,167.83200073242188
2018-03-24 00:00:00+00:00,159.63099670410156
2018-03-25 00:00:00+00:00,160.08399963378906
2018-03-26 00:00:00+00:00,149.2209930419922
2018-03-27 00:00:00+00:00,135.7790069580078
2018-03-28 00:00:00+00:00,131.7469940185547
2018-03-29 00:00:00+00:00,114.67900085449219
2018-03-30 00:00:00+00:00,118.5979995727539
2018-03-31 00:00:00+00:00,116.60700225830078
2018-04-01 00:00:00+00:00,115.22200012207031
2018-04-02 00:00:00+00:00,119.30599975585938
2018-04-03 00:00:00+00:00,134.47000122070312
2018-04-04 00:00:00+00:00,118.41200256347656
2018-04-05 00:00:00+00:00,119.13099670410156
2018-04-06 00:00:00+00:00,113.15499877929688
2018-04-07 00:00:00+00:00,116.26000213623047
2018-04-08 00:00:00+00:00,117.6709976196289
2018-04-09 00:00:00+00:00,114.98999786376953
2018-04-10 00:00:00+00:00,114.26300048828125
2018-04-11 00:00:00+00:00,118.29100036621094
2018-04-12 00:00:00+00:00,129.3350067138672
2018-04-13 00:00:00+00:00,125.35399627685547
2018-04-14 00:00:00+00:00,126.29399871826172
2018-04-15 00:00:00+00:00,132.0449981689453
2018-04-16 00:00:00+00:00,128.3350067138672
2018-04-17 00:00:00+00:00,132.92799377441406
2018-04-18 00:00:00+00:00,139.9969940185547
2018-04-19 00:00:00+00:00,146.3000030517578
2018-04-20 00:00:00+00:00,155.53700256347656
2018-04-21 00:00:00+00:00,148.9340057373047
2018-04-22 00:00:00+00:00,146.7740020751953
2018-04-23 00:00:00+00:00,152.2519989013672
2018-04-24 00:00:00+00:00,165.781005859375
2018-04-25 00:00:00+00:00,144.76400756835938
2018-04-26 00:00:00+00:00,153.6790008544922
2018-04-27 00:00:00+00:00,145.90499877929688
2018-04-28 00:00:00+00:00,152.29600524902344
2018-04-29 00:00:00+00:00,153.63099670410156
2018-04-30 00:00:00+00:00,148.4770050048828
2018-05-01 00:00:00+00:00,148.48800659179688
2018-05-02 00:00:00+00:00,151.57699584960938
2018-05-03 00:00:00+00:00,161.45899963378906
2018-05-04 00:00:00+00:00,168.78799438476562
2018-05-05 00:00:00+00:00,177.76199340820312
2018-05-06 00:00:00+00:00,171.8000030517578
2018-05-07 00:00:00+00:00,164.87899780273438
2018-05-08 00:00:00+00:00,159.61700439453125
2018-05-09 00:00:00+00:00,157.05499267578125
2018-05-10 00:00:00+00:00,149.86900329589844
2018-05-11 00:00:00+00:00,137.11700439453125
2018-05-12 00:00:00+00:00,141.8820037841797
2018-05-13 00:00:00+00:00,144.58799743652344
2018-05-14 00:00:00+00:00,147.71400451660156
