,root,strategy,strategy_signal
137,100.0,100.0,100.0
138,100.0,100.0,100.0
139,100.0,100.0,100.0
140,100.0,100.0,100.0
141,100.0,100.0,100.0
142,100.0,100.0,100.0
143,100.0,100.0,100.0
144,100.0,100.0,100.0
145,100.0,100.0,100.0
146,100.0,100.0,100.0
147,100.0,100.0,100.0
148,100.0,100.0,100.0
149,100.0,100.0,100.0
150,100.0,100.0,100.0
151,100.0,100.0,100.0
152,100.0,100.0,100.0
153,100.0,100.0,100.0
154,100.0,100.0,100.0
155,100.0,100.0,100.0
156,100.0,100.0,100.0
157,100.0,100.0,100.0
158,100.0,100.0,100.0
159,100.0,100.0,100.0
160,100.0,100.0,100.0
161,100.0,100.0,100.0
162,100.0,100.0,100.0
163,100.0,100.0,100.0
164,100.0,100.0,100.0
165,100.0,100.0,100.0
166,100.0,100.0,100.0
167,100.0,100.0,100.0
168,100.0,100.0,100.0
169,100.0,100.0,100.0
170,100.0,100.0,100.0
171,100.0,100.0,100.0
172,100.0,100.0,100.0
173,100.0,100.0,100.0
174,100.0,100.0,100.0
175,100.0,100.0,100.0
176,100.0,100.0,100.0
177,100.0,100.0,100.0
178,100.0,100.0,100.0
179,100.0,100.0,100.0
180,100.0,100.0,100.0
181,100.0,100.0,100.0
182,100.0,100.0,100.0
183,100.0,100.0,100.0
184,100.0,100.0,100.0
185,100.0,100.0,100.0
186,100.0,100.0,100.0
187,100.0,100.0,100.0
188,100.0,100.0,100.0
189,100.0,100.0,100.0
190,100.0,100.0,100.0
191,100.0,100.0,100.0
192,100.0,100.0,100.0
193,100.0,100.0,100.0
194,100.0,100.0,100.0
195,100.0,100.0,100.0
196,100.0,100.0,100.0
197,100.0,100.0,100.0
198,100.0,100.0,100.0
199,98.69647335932498,100.0,100.0
200,100.18653098968768,101.50973746036279,101.50973746036279
201,99.29884337504674,100.61032577479106,100.61032577479106
202,99.30954786024365,100.62117163871362,100.62117163871362
203,95.39231913531292,96.65220639446497,96.65220639446497
204,86.56998929596597,87.7133562622749,87.7133562622749
205,89.06588125511854,90.24221253666859,90.24221253666859
206,91.56768535538747,92.77705903636122,92.77705903636122
207,89.10990183582477,90.28681451605843,90.28681451605843
208,88.8136990756401,89.98669967902035,89.98669967902035
209,88.52846868445761,89.69770212776636,89.69770212776636
210,88.93758542014108,90.11222224359057,90.11222224359057
211,93.28679172961719,94.51887038555803,94.51887038555803
212,95.1515801972216,96.40828791399926,96.40828791399926
213,95.87237287794157,97.13860041269997,97.13860041269997
214,97.55437917059422,98.84282168363531,98.84282168363531
215,102.82340440366697,104.18143719210416,104.18143719210416
216,102.30247962944125,103.65363234103395,103.65363234103395
217,103.99119790253586,105.36465424041477,105.36465424041477
218,106.96322518791526,108.37593436443613,108.37593436443613
219,114.0483684234532,115.55465412450599,115.55465412450599
220,109.30198663209298,110.74558483377253,110.74558483377253
221,115.68414745359226,117.21203758965136,117.21203758965136
222,113.60753328884216,115.10799669126004,115.10799669126004
223,113.12103614408296,114.6150741701199,114.6150741701199
224,113.57046727397304,115.07044112964014,115.07044112964014
225,115.33527349453725,116.8585559026362,116.8585559026362
226,113.31104366024852,114.8075911970189,114.8075911970189
227,112.84027111471839,114.3306009566319,114.3306009566319
228,108.46006679139246,109.89254539675503,109.89254539675503
229,111.04555536782311,112.51218162936654,112.51218162936654
230,109.62268675156318,111.07052057722369,111.07052057722369
231,112.95109705272995,114.44289062032442,114.44289062032442
232,109.72416863849989,111.17334277895246,111.17334277895246
233,111.61891772916191,113.0931166332459,113.0931166332459
234,108.85028694539673,110.2879193556437,110.2879193556437
235,105.76744227601435,107.16435823491484,107.16435823491484
236,105.08703279583884,106.47496229500285,106.47496229500285
237,105.9560807255173,107.35548811330085,107.35548811330085
238,103.15396338170211,104.51636200429238,104.51636200429238
239,99.98292348542611,101.30344082449382,101.30344082449382
240,100.67499373170347,102.00465153924523,102.00465153924523
241,101.65972302135185,103.00238657083372,103.00238657083372
242,100.79510341066094,102.12634755823082,102.12634755823082
243,98.56553505063731,99.86733233292847,99.86733233292847
244,97.47659413426942,98.7640093069847,98.7640093069847
245,97.64627877440434,98.93593504491574,98.93593504491574
246,96.27977885853855,97.55138717876174,97.55138717876174
247,103.71924671871456,105.08911128070719,105.08911128070719
248,107.74505517873376,109.16809031916019,109.16809031916019
249,108.76983758272058,110.20640746374131,110.20640746374131
250,112.82473475567618,114.31485940223449,114.31485940223449
251,111.46779127957133,112.93999419183876,112.93999419183876
252,110.95758026376582,112.42304460038986,112.42304460038986
253,111.1065824918556,112.5740147647921,112.5740147647921
254,110.56873874095477,112.02906748086767,112.02906748086767
255,107.68762463379981,109.1099012643954,109.1099012643954
256,107.76363353704846,109.18691404981878,109.18691404981878
257,107.2591218263545,108.67573903664766,108.67573903664766
258,107.6856538537294,109.10790445538763,109.10790445538763
259,111.58483383767414,113.05858258118951,113.05858258118951
260,109.98422414074845,111.43683294572044,111.43683294572044
261,109.51399104310921,110.96038927794392,110.96038927794392
262,107.44079671746667,108.85981338594152,108.85981338594152
263,103.89308887752327,105.26524944744371,105.26524944744371
264,104.09316692479081,105.46797001126681,105.46797001126681
265,104.26892877076142,105.64605321929666,105.64605321929666
266,106.05919848787131,107.45996779615498,107.45996779615498
267,108.45426572920249,109.88666771744948,109.88666771744948
268,107.63780927478535,109.05942797257566,109.05942797257566
269,104.62577358029849,106.00761103123376,106.00761103123376
270,105.13693619609542,106.5255247908632,106.5255247908632
271,105.80423446746657,107.2016363566146,107.2016363566146
272,105.42601492650432,106.81842150800976,106.81842150800976
273,105.99789183436489,107.39785143938991,107.39785143938991
274,106.53708094411219,107.94416185089192,107.94416185089192
275,107.4066262785082,108.82519164334482,108.82519164334482
276,106.1826767926252,107.5850769318222,107.5850769318222
277,105.44338256385463,106.83601852719306,106.83601852719306
278,105.98743738245261,107.38725891104876,107.38725891104876
279,105.75191862878906,107.14862956022475,107.14862956022475
280,104.96266054327637,106.34894740477506,106.34894740477506
281,105.11397454131156,106.50225987165956,106.50225987165956
282,106.01769594072962,107.41791710707857,107.41791710707857
283,111.31879100978149,112.78902601160054,112.78902601160054
284,110.99246574779093,112.45839083195993,112.45839083195993
285,110.79062891393328,112.25388825249813,112.25388825249813
286,110.703562406543,112.16567182041418,112.16567182041418
287,105.32564536940001,106.71672632713036,106.71672632713036
288,105.33251390070795,106.72368557407624,106.72368557407624
289,106.1577808405873,107.55985216827133,107.55985216827133
290,107.25627643650097,108.6728560665103,108.6728560665103
291,107.44340462080298,108.86245573297532,108.86245573297532
292,107.04822766890166,108.4620595096345,108.4620595096345
293,107.16106041961183,108.57638249086138,108.57638249086138
294,107.08154435339796,108.49581622186778,108.49581622186778
295,107.27004946831977,108.68681100466567,108.68681100466567
296,106.93710126256792,108.34946540920586,108.34946540920586
297,107.25893792939125,108.67555271087835,108.67555271087835
298,107.28444372873274,108.70139537624759,108.70139537624759
299,107.19115845195803,108.6068780408256,108.6068780408256
300,107.09174358887107,108.50615016301681,108.50615016301681
301,109.63035957378892,111.07829473770238,111.07829473770238
302,109.60196556031362,111.0495257123169,111.0495257123169
303,109.89023648433668,111.34160395403235,111.34160395403235
304,108.84362438147194,110.28116879638053,110.28116879638053
305,108.66169742854966,110.09683905618816,110.09683905618816
306,109.12400811220412,110.5652556752616,110.5652556752616
307,108.86891920711541,110.30679770163167,110.30679770163167
308,108.12566367295423,109.55372567295319,109.55372567295319
309,107.42921653284566,108.8480802568571,108.8480802568571
310,106.27976437681598,107.68344679336458,107.68344679336458
311,107.52351889364488,108.9436281093684,108.9436281093684
312,108.6581144281955,110.09320873361209,110.09320873361209
313,108.25653367885728,109.68632413513593,109.68632413513593
314,108.22191094118422,109.6512441201216,109.6512441201216
315,108.89710890109855,110.33535970898983,110.33535970898983
316,109.09844780889232,110.53935778606474,110.53935778606474
317,119.75424289471945,121.3358885263603,121.3358885263603
318,121.6391471716247,123.24568754222065,123.24568754222065
319,123.20011680999406,124.827273575884,124.827273575884
320,123.66899842396121,125.30234791036412,125.30234791036412
321,122.1280157258297,123.74101279302792,123.74101279302792
322,138.46049486450298,140.28920198638593,140.28920198638593
323,150.38719619932277,152.37342437941732,152.37342437941732
324,145.30996671569653,147.2291377490921,147.2291377490921
325,152.76874620056583,154.78642853263818,154.78642853263818
326,153.4276300754293,155.4540145693395,155.4540145693395
327,169.8870606077229,172.13083185780494,172.13083185780494
328,164.23066845523925,166.3997333089334,166.3997333089334
329,173.6848594385937,175.9787898461761,175.9787898461761
330,171.77342246941865,174.04210770940304,174.04210770940304
331,152.1400953006609,154.14947477075836,154.14947477075836
332,151.37440409908868,153.37367075718984,153.37367075718984
333,160.6283539975982,162.7498415397249,162.7498415397249
334,152.73528685911705,154.7525272793209,154.7525272793209
335,155.44574096596963,157.49877951569476,157.49877951569476
336,164.67314720444932,166.84805606470113,166.84805606470113
337,162.01905797612608,164.1589131419743,164.1589131419743
338,170.32696172355088,172.57654293628127,172.57654293628127
339,180.89382975319788,183.28297212263743,183.28297212263743
340,186.0910788050626,188.54886347109837,188.54886347109837
341,183.03425963553994,185.45167158016454,185.45167158016454
342,175.76159291865443,178.08295163572654,178.08295163572654
343,181.18769146695954,183.58071499404866,183.58071499404866
344,185.2260376013086,187.67239729727203,187.67239729727203
345,181.85305465644387,184.2548659204571,184.2548659204571
346,190.88966640590897,193.41082807582757,193.41082807582757
347,194.99081724120532,197.56614456861172,197.56614456861172
348,195.3349855801158,197.91485848633954,197.91485848633954
349,194.3647327409211,196.93179110189277,196.93179110189277
350,176.855766807403,179.1915767481609,179.1915767481609
351,169.36458021275985,171.60145084024734,171.60145084024734
352,167.07839647834527,169.2850724970301,169.2850724970301
353,149.75077727812433,151.72860000065612,151.72860000065612
354,158.36750750781792,160.4591350809954,160.4591350809954
355,153.58630053464498,155.6147806573414,155.6147806573414
356,154.1679579872363,156.20412030930007,156.20412030930007
357,151.09850477697634,153.094127514436,153.094127514436
358,160.84579408338655,162.9701534499557,162.9701534499557
359,159.08338340883034,161.18446586197086,161.18446586197086
360,167.43344584294667,169.64481115082046,169.64481115082046
361,155.10624594184594,157.15480063522585,157.15480063522585
362,159.19783148549013,161.3004255034498,161.3004255034498
363,157.299998578934,159.3775271039835,159.3775271039835
364,162.31495149651258,164.45871465495162,164.45871465495162
365,157.94256703373927,160.02858223587853,160.02858223587853
366,153.8377909810719,155.8695926459232,155.8695926459232
367,157.99906374667344,160.08582512512393,160.08582512512393
368,157.1352476904366,159.2106002798633,159.2106002798633
369,157.64534121396673,159.72743082726598,159.72743082726598
370,148.15684333105065,150.11361428452972,150.11361428452972
371,150.0242994239016,152.00573467068787,152.00573467068787
372,149.81559739789068,151.79427622753653,151.79427622753653
373,149.6502593218249,151.62675446060993,151.62675446060993
374,162.8664226691172,165.01746934378122,165.01746934378122
375,162.4927422386032,164.63885355560248,164.63885355560248
376,163.64133585860307,165.80261714401175,165.80261714401175
377,168.48393007154547,170.70916957503118,170.70916957503118
378,161.22384509297586,163.35319754132155,163.35319754132155
379,164.5029575844456,166.67561867741568,166.67561867741568
380,163.4005150750028,165.55861573706835,165.55861573706835
381,162.34737149148822,164.4915628347013,164.4915628347013
382,163.26201804633263,165.41828951875866,165.41828951875866
383,160.10513804424147,162.21971524893863,162.21971524893863
384,165.58235044374828,167.7692675410108,167.7692675410108
385,166.7310397806575,168.93312811050367,168.93312811050367
386,165.40015594840855,167.58466672485355,167.58466672485355
387,166.29282970728994,168.48913040881055,168.48913040881055
388,165.5626306402663,167.74928728962917,167.74928728962917
389,165.61318910236045,167.8005134990096,167.8005134990096
390,165.48922048433016,167.6749075742883,167.6749075742883
391,166.33882362751137,168.53573179045665,168.53573179045665
392,171.6072932118923,173.87378431154318,173.87378431154318
393,172.7116428862276,174.99271960552744,174.99271960552744
394,170.80503226115175,173.06092755644943,173.06092755644943
395,172.19594364092674,174.47020929918313,174.47020929918313
396,170.6943633732348,172.94879701707947,172.94879701707947
397,169.07374578420126,171.30677523669289,171.30677523669289
398,171.81303714255665,174.08224559051436,174.08224559051436
399,172.05405929642012,174.3264510273044,174.3264510273044
400,171.69577259326638,173.96343227804337,173.96343227804337
401,174.30064301958788,176.6027063449474,176.6027063449474
402,175.03057750072466,177.34228138374266,177.34228138374266
403,161.2675043106959,163.39743338504928,163.39743338504928
404,161.07296279903588,163.20032248023332,163.20032248023332
405,160.24001830052612,162.35637692659915,162.35637692659915
406,162.05326822076128,164.1935752159784,164.1935752159784
407,161.8268334888361,163.9641498634627,163.9641498634627
408,162.77727944704233,164.9271487689514,164.9271487689514
409,163.45803097925085,165.6168912785243,165.6168912785243
410,163.2804252153799,165.43693979917978,165.43693979917978
411,162.87561621265752,165.02678431039288,165.02678431039288
412,160.89907073534567,163.02413374950018,163.02413374950018
413,150.30579126507595,152.29094429530085,152.29094429530085
414,149.10125631091088,151.07050053154072,151.07050053154072
415,147.10953203337743,149.05247069750382,149.05247069750382
416,148.79042183574907,150.7555607321923,150.7555607321923
417,146.85596154973817,148.79555119976646,148.79555119976646
418,141.83307578762128,143.70632603178095,143.70632603178095
419,153.20359336824373,155.22701891330442,155.22701891330442
420,150.29792472679836,152.28297386027938,152.28297386027938
421,151.3948942610185,153.39443154147372,153.39443154147372
422,151.52492886231127,153.5261835654993,153.5261835654993
423,151.37785048241824,153.37716265838182,153.37716265838182
424,151.1894191442282,153.18624262671665,153.18624262671665
425,151.0001652472543,152.9944891723811,152.9944891723811
426,151.67378098265394,153.6770016396171,153.6770016396171
427,155.04927133245974,157.09707353774525,157.09707353774525
428,149.49215443662848,151.46656141640588,151.46656141640588
429,149.20180741992826,151.17237966216715,151.17237966216715
430,148.9135751001368,150.88034053454595,150.88034053454595
431,149.30771446289828,151.2796854648623,151.2796854648623
432,146.92782254462716,148.86836129362607,148.86836129362607
433,147.36207860425876,149.30835275922848,149.30835275922848
434,149.09139252213765,151.06050646748002,151.06050646748002
435,148.94139526473953,150.90852813199075,150.90852813199075
436,149.03432141135488,151.00268159406738,151.00268159406738
437,148.3609344960969,150.32040096909876,150.32040096909876
438,146.97946299965577,148.92068378628557,148.92068378628557
439,143.72088015979938,145.6190634457159,145.6190634457159
440,144.5549659142103,146.46416532830725,146.46416532830725
441,144.29358517198045,146.19933241854537,146.19933241854537
442,142.9094119276511,144.79687780470118,144.79687780470118
443,142.33772611668783,144.217641494117,144.217641494117
444,144.3626565940823,146.26931609653394,146.26931609653394
445,144.55464595029247,146.4638411384888,146.4638411384888
446,144.1286606580336,146.03222967582997,146.03222967582997
447,144.61642656282817,146.52643771406326,146.52643771406326
448,146.74127351421194,148.6793484301816,148.6793484301816
449,145.92629617721693,147.8536073380679,147.8536073380679
450,142.19178103803594,144.0697688562361,144.0697688562361
451,142.81658618496255,144.7028260726291,144.7028260726291
452,141.78936804009402,143.6620410172921,143.6620410172921
453,141.50271383157022,143.3716008437307,143.3716008437307
454,141.54598683274196,143.41544536998262,143.41544536998262
455,139.72628090220903,141.57170580300954,141.57170580300954
456,115.47536862231513,117.00050132683391,117.00050132683391
457,113.27124736113474,114.76726929111989,114.76726929111989
458,114.41518725497251,115.9263176896103,115.9263176896103
459,111.7683459142138,113.24451838040667,113.24451838040667
460,111.25493278918822,112.72432438810829,112.72432438810829
461,108.19685988857822,109.62586220752313,109.62586220752313
462,106.3056348781401,107.70965897749207,107.70965897749207
463,108.0100653090151,109.43660055185784,109.43660055185784
464,105.5283402350391,106.92209827076742,106.92209827076742
465,110.68259918737941,112.14443173102713,112.14443173102713
466,110.1351125040248,111.58971415630552,111.58971415630552
467,109.98261104204448,111.43519854213042,111.43519854213042
468,108.44752578878192,109.87983875974612,109.87983875974612
469,110.5589617389533,112.01916134980895,112.01916134980895
470,106.88353480868419,108.29519148019875,108.29519148019875
471,106.54917070040425,107.95641128177908,107.95641128177908
472,105.60685765888508,107.0016527078952,107.0016527078952
473,105.49869210285719,106.89205856299188,106.89205856299188
474,104.82092794744663,106.20534288578322,106.20534288578322
475,105.27955344436246,106.67002564627671,106.67002564627671
476,103.59901313482791,104.96728972032706,104.96728972032706
477,100.27967373443153,101.6041103812724,101.6041103812724
478,98.34519358851145,103.56414003590575,103.56414003590575
479,93.7679171405672,98.74395837027804,98.74395837027804
480,95.00662026565048,100.04839653576481,100.04839653576481
481,94.80763728167875,99.83885399621748,99.83885399621748
482,95.11083480263017,100.15814149134138,100.15814149134138
483,94.43083055530757,99.44205102951982,99.44205102951982
484,96.29113912393882,101.40108176688194,101.40108176688194
485,97.22639869037799,102.38597334291462,102.38597334291462
486,99.07253373049758,104.33007839618358,104.33007839618358
487,103.80556082498187,109.31427602619533,109.31427602619533
488,104.93710574783351,110.50586935751208,110.50586935751208
489,104.29898941769322,109.83388970540666,109.83388970540666
490,103.41896531326537,108.90716480650337,108.90716480650337
491,104.90712429756584,110.47429686270372,110.47429686270372
492,107.65970613289727,113.37295169526543,113.37295169526543
493,111.11620180704553,117.01287540652253,117.01287540652253
494,114.79312967973276,120.88492913089884,120.88492913089884
495,129.65634577932897,136.5369008984579,136.5369008984579
496,125.47410042113667,132.13271368670033,132.13271368670033
497,140.63642805857336,148.0996701328282,148.0996701328282
498,143.86670964840417,151.50137511420644,151.50137511420644
499,147.65938068138618,155.49531421420286,155.49531421420286
500,141.89603560047573,149.4261220630128,149.4261220630128
501,132.16000776613083,139.17342629581103,139.17342629581103
502,130.8519307987664,137.79593278257747,137.79593278257747
503,147.5247980634789,155.35358961558475,155.35358961558475
504,143.57685088522135,151.19613423312683,151.19613423312683
505,143.30724629638405,150.91222236744383,150.91222236744383
506,138.20970557310318,145.54416723387536,145.54416723387536
507,141.84092315731078,149.36808493304852,149.36808493304852
508,143.73993872724014,151.3678767605721,151.3678767605721
509,144.91277404716323,152.60295167251738,152.60295167251738
510,156.08232292390812,164.36524204787776,164.36524204787776
511,158.4679043923346,166.87742067347395,166.87742067347395
512,156.9235609434938,165.2511225762992,165.2511225762992
513,155.83526593219477,164.1050743268836,164.1050743268836
514,149.71639638533173,157.66149086855796,157.66149086855796
515,154.30587806024604,162.49452546363727,162.49452546363727
516,154.11718472406548,162.29581861911356,162.29581861911356
517,157.33739634261647,165.68691923969158,165.68691923969158
518,147.72825366122152,155.56784211992027,155.56784211992027
519,138.70827459617988,146.069194133914,146.069194133914
520,140.804085172028,148.27622441211994,148.27622441211994
521,140.76435008465683,148.234380677793,148.234380677793
522,144.7581393573008,152.4401108859881,152.4401108859881
523,143.1416892903778,150.73787964332757,150.73787964332757
524,138.35386608690487,145.69597800463325,145.69597800463325
525,143.97312973755768,151.61344266538578,151.61344266538578
526,142.6663532551404,150.2373186507547,150.2373186507547
527,146.59203402220854,154.37132599632974,154.37132599632974
528,148.1228805461926,155.98341091881937,155.98341091881937
529,156.45334776450085,164.75595629781574,164.75595629781574
530,159.05451097409588,167.49515707687868,167.49515707687868
531,161.86390994232025,170.45364419297815,170.45364419297815
532,167.72813047723804,176.62906501954924,176.62906501954924
533,163.43449155367549,172.1075728497947,172.1075728497947
534,166.88536350913347,175.74157440493303,175.74157440493303
535,171.4498196358759,180.54825540528367,180.54825540528367
536,182.56042491109807,192.24847418182384,192.24847418182384
537,192.58656633337895,202.80667917780434,202.80667917780434
538,195.35217059230263,205.71904750312865,205.71904750312865
539,198.15469807925228,208.67029848472046,208.67029848472046
540,212.18816084727567,223.44848387705696,223.44848387705696
541,234.23879698019473,246.66929503235886,246.66929503235886
542,201.24466788776004,211.92424567093457,211.92424567093457
543,223.2811041309861,235.13010338203654,235.13010338203654
544,215.21964398140432,226.64084063963554,226.64084063963554
545,194.6644425188413,204.99482333001268,204.99482333001268
546,190.45303290700352,200.55992418675777,200.55992418675777
547,194.38591027658316,204.7015100414911,204.7015100414911
548,215.25380807244792,226.67681773805728,226.67681773805728
549,201.83188956375312,212.54262981016484,212.54262981016484
550,197.56726551380837,208.05169226463576,208.05169226463576
551,201.70795686311558,212.4121202946967,212.4121202946967
552,206.06828957552096,217.00384553467268,217.00384553467268
553,221.09686936579345,232.82995645223136,232.82995645223136
554,226.27706996676133,238.2850580273773,238.2850580273773
555,218.76738449130278,230.37685133392023,230.37685133392023
556,204.40934528424435,215.25686499983945,215.25686499983945
557,212.63930610508433,223.92357034495006,223.92357034495006
558,205.01610938268618,215.89582863158253,215.89582863158253
559,184.5670028880399,194.36153649848845,194.36153649848845
560,196.0669452378401,206.4717535458285,206.4717535458285
561,170.55868868703467,179.6098342480457,179.6098342480457
562,174.44870277572164,183.70628216911103,183.70628216911103
563,191.95294897819085,202.13943725059397,202.13943725059397
564,189.51000557912332,199.566852632586,199.566852632586
565,193.7643663424583,204.0469822431983,204.0469822431983
566,190.74044008031976,200.86258337790437,200.86258337790437
567,186.13350730334463,196.0111715921189,196.0111715921189
568,178.17322136782556,187.62845213964275,187.62845213964275
569,176.57443329241428,185.94482016854283,185.94482016854283
570,178.37251189891316,187.83831854710283,187.83831854710283
571,177.62499666612555,187.05113445174882,187.05113445174882
572,170.55933892950821,179.610518997347,179.610518997347
573,171.9123177757905,181.0352972258416,181.0352972258416
574,171.30558882559046,180.39637060757426,180.39637060757426
575,172.89423663323828,182.06932419092246,182.06932419092246
576,181.49994973319505,191.13172209845848,191.13172209845848
577,187.15140038628942,197.08308184962226,197.08308184962226
578,189.28401995837768,199.32887449029954,199.32887449029954
579,194.74670697880782,205.08145336998808,205.08145336998808
580,197.41834241324068,207.89486616791473,207.89486616791473
581,212.4533543317652,223.7277505515343,223.7277505515343
582,206.5599783302624,217.52162704683482,217.52162704683482
583,214.90647314683798,226.31105057076974,226.31105057076974
584,215.34626552254056,226.774181685998,226.774181685998
585,213.4842171159395,224.81331878158662,224.81331878158662
586,204.32588578405597,215.1689765016889,215.1689765016889
587,207.377174952447,218.38219035784834,218.38219035784834
588,204.84042089597685,215.71081677308356,215.71081677308356
589,196.08026642148766,206.48578165313492,206.48578165313492
590,180.88945992112087,190.48883503828665,190.48883503828665
591,185.56554686386582,195.4130708375955,195.4130708375955
592,186.69556283819855,196.60305408271748,196.60305408271748
593,184.12944242569247,193.90075573896982,193.90075573896982
594,186.18217004413663,196.06241674928435,196.06241674928435
595,196.44420889135483,206.8690376877108,206.8690376877108
596,193.6940522847086,203.97293678497533,203.97293678497533
597,182.44332854349338,192.1251637873876,192.1251637873876
598,182.31746268955604,191.99261853075365,191.99261853075365
599,187.30069254339605,197.24029658783851,197.24029658783851
600,182.83763909428814,192.54039946500507,192.54039946500507
601,182.45174654740794,192.13402851482797,192.13402851482797
602,186.63224328056998,196.53637430616735,196.53637430616735
603,183.29723750425316,193.02438767381426,193.02438767381426
604,175.53961633103586,184.85508792246947,184.85508792246947
605,171.14460987808062,180.22684888867352,180.22684888867352
606,172.7277745600054,181.8940283698059,181.8940283698059
607,173.3124655625878,182.50974753878268,182.50974753878268
608,175.6034631122917,184.92232290115575,184.92232290115575
609,186.19926966377935,196.08042380523312,196.08042380523312
610,191.1801621595387,201.32564046618108,201.32564046618108
611,190.65743750727506,200.77517605493836,200.77517605493836
612,190.31623594986183,200.41586773916785,200.41586773916785
613,186.31699869973664,196.20440044223267,196.20440044223267
614,189.2674651364831,199.31144114322476,199.31144114322476
615,187.90016338166143,197.87157992336506,197.87157992336506
616,185.9871675985504,195.8570659858649,195.8570659858649
617,182.04608311450713,191.7068374845457,191.7068374845457
618,183.16896399575154,192.88930699409195,192.88930699409195
619,187.3396016470846,197.28127050548554,197.28127050548554
620,186.44736352862625,196.3416834237617,196.3416834237617
621,186.40240892734565,196.29434318828703,196.29434318828703
622,186.21640443166388,196.09846787465762,196.09846787465762
623,184.9401541972624,194.75449006370891,194.75449006370891
624,184.30091312338402,194.08132598037975,194.08132598037975
625,183.52665007857567,193.2659746299857,193.2659746299857
626,184.75337644026067,194.55780045361317,194.55780045361317
627,183.22780215254878,192.95126755248492,192.95126755248492
628,180.31381959080565,189.8826468393136,189.8826468393136
629,181.22577587292187,190.84299848092894,190.84299848092894
630,175.08794384959995,184.37944625244023,184.37944625244023
631,155.1348493434384,163.36748828902455,163.36748828902455
632,152.731078659873,160.8361551897316,160.8361551897316
633,146.10813060302883,153.86174296904466,153.86174296904466
634,148.4993885125083,156.37989927097328,156.37989927097328
635,148.3926608762389,156.26750785188113,156.26750785188113
636,145.8421111348566,153.58160647788742,153.58160647788742
637,149.25562050926584,157.1762627083114,157.1762627083114
638,150.1447655824445,158.1125926041699,158.1125926041699
639,151.04034278387522,159.05569596608925,159.05569596608925
640,148.64599182911607,156.5342824782953,156.5342824782953
641,147.67326423690275,155.50993453712113,155.50993453712113
642,146.69358607987064,154.47826718111887,154.47826718111887
643,143.75405074632846,151.3827376710827,151.3827376710827
644,148.38740621408755,156.2619743372576,156.2619743372576
645,148.08435807316386,155.94284414940563,155.94284414940563
646,154.68808004173553,162.89700999886142,162.89700999886142
647,154.52131920844715,162.72139956320106,162.72139956320106
648,149.75750225413347,157.70477812843887,157.70477812843887
649,150.02382048236112,157.98522923413992,157.98522923413992
650,149.74398775515584,157.69054644701586,157.69054644701586
651,150.7100196073035,158.7078433210611,158.7078433210611
652,147.6630009502929,155.4991266022043,155.4991266022043
653,144.82248700100234,152.50787330670377,152.50787330670377
654,145.8371728068816,153.5764060845456,153.5764060845456
655,143.485043677602,151.09945503448733,151.09945503448733
656,143.76133521944448,151.39040871393036,151.39040871393036
657,147.96369415901506,155.81577688718158,155.81577688718158
658,148.35317182656036,156.22592321188444,156.22592321188444
659,145.37453407399965,153.08921621008474,153.08921621008474
660,135.23328215977665,142.40979208104747,142.40979208104747
661,134.85207311611822,142.00835317651305,142.00835317651305
662,155.85709299036137,164.12805969531973,164.12805969531973
663,145.3425843221904,175.20054843000466,175.20054843000466
664,140.52021178420867,169.3875080376907,169.3875080376907
665,144.86844188550026,174.62900213936007,174.62900213936007
666,142.18367544353228,171.39269974916343,171.39269974916343
667,145.5311794734062,175.42788699067734,175.42788699067734
668,145.6282706169654,175.54492372618466,175.54492372618466
669,144.6544241898554,174.37101843949972,174.37101843949972
670,143.66081240437035,173.17328736463733,173.17328736463733
671,145.03758346548125,174.83289074993615,174.83289074993615
672,142.25381974562345,171.47725390961767,171.47725390961767
673,143.31302128047443,172.75404894301562,172.75404894301562
674,143.03149597961735,172.41468944051948,172.41468944051948
675,144.45737310985135,174.13348683479876,174.13348683479876
676,151.66937090993707,182.82705710357848,182.82705710357848
677,151.51948798868716,182.64638348940176,182.64638348940176
678,147.36008018230024,177.63250175459228,177.63250175459228
679,152.20515878063765,183.47291275026762,183.47291275026762
680,151.19934260420797,182.2604701165271,182.2604701165271
681,151.32625156782586,182.41345019549178,182.41345019549178
682,153.0471406650785,184.4878643462511,184.4878643462511
683,156.84520174876113,189.0661673118621,189.0661673118621
684,155.75975965073235,187.7577410736022,187.7577410736022
685,155.26401691517455,187.16015709946987,187.16015709946987
686,160.1273792991058,193.02260794862903,193.02260794862903
687,162.1149914376869,195.4185384900428,195.4185384900428
688,165.64877168254876,199.6782689731507,199.6782689731507
689,173.58359394873227,209.2431547168103,209.2431547168103
690,181.44592660963121,218.72065919736275,218.72065919736275
691,178.9288810308602,215.68653284079244,215.68653284079244
692,187.3913485714885,225.88745888805846,225.88745888805846
693,184.77994181979437,222.73958658893645,222.73958658893645
694,182.91207797182042,220.48800442474308,220.48800442474308
695,174.97330925638235,210.91836150632307,210.91836150632307
696,176.56601889294805,212.83826408076393,212.83826408076393
697,169.51252317061386,204.33575723003796,204.33575723003796
698,173.69753977393438,209.3805086186954,209.3805086186954
699,177.03254420810944,213.4006284521829,213.4006284521829
700,179.47199183473705,216.34121578276182,216.34121578276182
701,179.51716074332097,216.39566381389318,216.39566381389318
702,181.18749155457925,218.40913340752078,218.40913340752078
703,176.2837362697296,212.49799167793876,212.49799167793876
